Transaction Code,Transaction Description,Transaction Category,Posting date of transaction,Transaction Date,Merchant Info DBA Name,Transaction Amount,Debit or Credit,Merchant Category Code,Merchant City,Merchant Country,Merchant Postal Code,Merchant State/Province,Conversion Rate
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-11-24,2025-11-21,OKC SIZE & WEIGHTS PER,63.12,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.445054945
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-11-24,2025-11-21,AB TRANSP 403-340-5075,282.5,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-11-24,2025-11-21,SD DEPT OF TRANS OPS,386.93,Debit,9399.0,PIERRE,USA,57501,SD,1.448741949
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,2025-11-24,2025-11-23,DEPT OF TRANS TRUCKPER,38.76,Debit,9399.0,LINCOLN,USA,685082532,NE,1.448971962
3001,NDHP-E PERMIT BISMARCK ND,1,2025-11-24,2025-11-24,NDHP-E PERMIT,40.57,Debit,9399.0,BISMARCK,USA,58505,ND,1.448928571
3001,LOVE'S #0476 INSIDE DAVENPORT IA,1,2025-11-24,2025-11-21,LOVE'S #0476 INSIDE,736.39,Debit,5541.0,DAVENPORT,USA,52806,IA,1.444950258
3001,ILLINOIS DEPARTMENT OF SPRINGFIELD IL,1,2025-11-24,2025-11-21,ILLINOIS DEPARTMENT OF,233.16,Debit,9399.0,SPRINGFIELD,USA,62764,IL,1.444967773
3001,SIRIUSXM.CA/ACCT TORONTO ON,1,2025-11-24,2025-11-24,SIRIUSXM.CA/ACCT,385.22,Debit,4899.0,TORONTO,CAN,M5A 0L6,ON,0.0
3001,SQ *BLOOM STONES FLORA ST. ALBERT AB,1,2025-11-24,2025-11-21,SQ *BLOOM STONES FLORA,202.57,Debit,5992.0,ST. ALBERT,CAN,T8N 7X6,AB,0.0
3001,NDHP-E PERMIT BISMARCK ND,1,2025-11-24,2025-11-23,NDHP-E PERMIT,40.46,Debit,9399.0,BISMARCK,USA,58505,ND,1.445
3001,PILOT 424 OCALA FL,1,2025-11-25,2025-11-24,PILOT 424,21.37,Debit,5541.0,OCALA,USA,34482,FL,1.448813559
3001,TA ATLANTA SOUTH JACKSON GA,1,2025-11-25,2025-11-24,TA ATLANTA SOUTH,33.29,Debit,5541.0,JACKSON,USA,30233,GA,1.447391304
3001,ILLINOIS DEPARTMENT OF SPRINGFIELD IL,1,2025-11-25,2025-11-24,ILLINOIS DEPARTMENT OF,44.87,Debit,9399.0,SPRINGFIELD,USA,62764,IL,1.447419354
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-11-25,2025-11-24,OKC SIZE & WEIGHTS PER,1630.23,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.448732759
3001,PHILLIPS 66 - ONCUE EX BILLINGS OK,1,2025-11-25,2025-11-24,PHILLIPS 66 - ONCUE EX,63.65,Debit,5541.0,BILLINGS,USA,74630,OK,1.447248749
3001,AMZN Mktp US*B24S483U0 TORONTO ON,1,2025-11-25,2025-11-25,AMZN Mktp US*B24S483U0,221.77,Debit,5999.0,TORONTO,CAN,M5J 2T3,ON,0.0
3001,VCN*KANSASMVPERMIT TOPEKA KS,1,2025-11-25,2025-11-24,VCN*KANSASMVPERMIT,295.54,Debit,9399.0,TOPEKA,USA,66611,KS,1.44872549
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-11-25,2025-11-23,AB TRANSP 403-340-5075,64.75,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-11-25,2025-11-24,TXDMV OS PERMIT TPE,533.16,Debit,9399.0,AUSTIN,USA,78731,TX,1.447388424
3001,SERVICE FEE FRANKLIN TN,1,2025-11-25,2025-11-24,SERVICE FEE,0.68,Debit,9399.0,FRANKLIN,USA,37067,TN,1.44680851
3001,TDOT OSOW PERMITS NASHVILLE TN,1,2025-11-25,2025-11-24,TDOT OSOW PERMITS,28.98,Debit,9399.0,NASHVILLE,USA,37243,TN,1.449
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-11-25,2025-11-23,AB TRANSP 403-340-5075,357.5,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,IA DOT MOTOR CARRIER S ANKENY IA,1,2025-11-25,2025-11-24,IA DOT MOTOR CARRIER S,52.83,Debit,9399.0,ANKENY,USA,50021,IA,1.44739726
3001,FLYING J 706 TULSA OK,1,2025-11-25,2025-11-24,FLYING J 706,576.82,Debit,5541.0,TULSA,USA,74116,OK,1.44875047
3001,CENEX-FUOC OF CARPIO CARPIO ND,1,2025-11-25,2025-11-23,CENEX-FUOC OF CARPIO,658.95,Debit,5541.0,CARPIO,USA,58725,ND,1.448719358
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-11-25,2025-11-24,SD DEPT OF TRANS OPS,569.54,Debit,9399.0,PIERRE,USA,57501,SD,1.447406541
3001,D-TOWN DIESEL REPAIR L EDMONTON AB,1,2025-11-25,2025-11-24,D-TOWN DIESEL REPAIR L,275.63,Debit,7531.0,EDMONTON,CAN,T6T 2M6,AB,0.0
3001,GA PERMIT 4096972587 TX,1,2025-11-25,2025-11-24,GA PERMIT,55.05,Debit,7372.0,4096972587,USA,77611,TX,1.44868421
3001,KYTC MOTOR CARRIERS FRANKFORT KY,1,2025-11-25,2025-11-24,KYTC MOTOR CARRIERS,90.41,Debit,9399.0,FRANKFORT,USA,40601,KY,1.448878205
3001,VCN*KANSASMVPERMIT TOPEKA KS,1,2025-11-25,2025-11-24,VCN*KANSASMVPERMIT,295.54,Debit,9399.0,TOPEKA,USA,66611,KS,1.44872549
3001,WAL-MART #3637 SPRUCE GROVE AB,1,2025-11-25,2025-11-23,WAL-MART #3637,21.51,Debit,5411.0,SPRUCE GROVE,CAN,T7X 4H4,AB,0.0
3001,A30 EXPRESS SALABERRY-DE- QC,1,2025-11-25,2025-11-24,A30 EXPRESS,20.7,Debit,4784.0,SALABERRY-DE-,CAN,J6S0J8,QC,0.0
3001,CENEX-TRI ENERGY COOPE STERLING ND,1,2025-11-25,2025-11-23,CENEX-TRI ENERGY COOPE,23.0,Debit,5541.0,STERLING,USA,58572,ND,1.44836272
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-11-25,2025-11-24,OKC SIZE & WEIGHTS PER,2338.37,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.448732404
3001,NIC*-PAS PERMITS AND A TALLAHASSEE FL,1,2025-11-25,2025-11-24,NIC*-PAS PERMITS AND A,28.98,Debit,9399.0,TALLAHASSEE,USA,32399,FL,1.449
3001,NDHP-E PERMIT BISMARCK ND,1,2025-11-25,2025-11-25,NDHP-E PERMIT,40.57,Debit,9399.0,BISMARCK,USA,58505,ND,1.448928571
3001,ONCUE EXPRESS #45 BILLINGS OK,1,2025-11-26,2025-11-25,ONCUE EXPRESS #45,102.36,Debit,5542.0,BILLINGS,USA,74630,OK,1.44739819
3001,CASEYS #3364 CARRINGTON ND,1,2025-11-26,2025-11-24,CASEYS #3364,723.7,Debit,5541.0,CARRINGTON,USA,58421,ND,1.4474
3001,CENEX-FUOC OF CARPIO CARPIO ND,1,2025-11-26,2025-11-24,CENEX-FUOC OF CARPIO,801.02,Debit,5541.0,CARPIO,USA,58725,ND,1.448734875
3001,CAT SCALE COMPANY 5632846263 IA,1,2025-11-26,2025-11-25,CAT SCALE COMPANY,21.36,Debit,5046.0,5632846263,USA,52773,IA,1.448135593
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-11-26,2025-11-25,TXDMV OS PERMIT TPE,311.31,Debit,9399.0,AUSTIN,USA,78731,TX,1.448088194
3001,ONCUE EXPRESS #45 BILLINGS OK,1,2025-11-26,2025-11-25,ONCUE EXPRESS #45,144.74,Debit,5542.0,BILLINGS,USA,74630,OK,1.4474
3001,BB OF BAYTOWN #103 BAYTOWN TX,1,2025-11-26,2025-11-25,BB OF BAYTOWN #103,121.73,Debit,7542.0,BAYTOWN,USA,775211332,TX,1.447443519
3001,CENEX-FUOC OF CARPIO CARPIO ND,1,2025-11-26,2025-11-24,CENEX-FUOC OF CARPIO,38.73,Debit,5541.0,CARPIO,USA,58725,ND,1.448391922
3001,MNDOT OSOW PERMITS FEE ATLANTA GA,1,2025-11-26,2025-11-25,MNDOT OSOW PERMITS FEE,0.46,Debit,9399.0,ATLANTA,USA,303285588,GA,1.4375
3001,MNDOT OSOW PERMITS SAINT PAUL MN,1,2025-11-26,2025-11-25,MNDOT OSOW PERMITS,21.71,Debit,9399.0,SAINT PAUL,USA,551551800,MN,1.447333333
3001,PILOT 902 GRAND ISLAND NE,1,2025-11-27,2025-11-26,PILOT 902,1050.32,Debit,5541.0,GRAND ISLAND,USA,68803,NE,1.44811802
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-11-27,2025-11-26,OKC SIZE & WEIGHTS PER,63.25,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.448031135
3001,MI SUPERLOAD WINNIPEG MB,1,2025-11-27,2025-11-26,MI SUPERLOAD,168.16,Debit,8220.0,WINNIPEG,CAN,R3H0C4,MB,0.0
3001,IOWA 80 TRUCKSTOP WALCOTT IA,1,2025-11-27,2025-11-26,IOWA 80 TRUCKSTOP,367.09,Debit,5541.0,WALCOTT,USA,52773,IA,1.448086785
3001,LOVE'S #0583 INSIDE NEW BADEN IL,1,2025-11-27,2025-11-26,LOVE'S #0583 INSIDE,1302.56,Debit,5541.0,NEW BADEN,USA,62265,IL,1.448125583
3001,ROAD RANGER #289 TEAGUE TX,1,2025-11-27,2025-11-26,ROAD RANGER #289,814.28,Debit,5541.0,TEAGUE,USA,75860,TX,1.448123777
3001,RIVERSIDE HONDA & SKI- ST. ALBERT AB,1,2025-11-27,2025-11-26,RIVERSIDE HONDA & SKI-,30.24,Debit,5561.0,ST. ALBERT,CAN,T8N 5E2,AB,0.0
3006,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-11-27,2025-11-25,AB TRANSP 403-340-5075,1.0,Credit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,Amazon.ca*B24GF4IH1 TORONTO ON,1,2025-11-27,2025-11-27,Amazon.ca*B24GF4IH1,71.87,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
3001,TOOT'N TOTUM #100 - PERRTYON TX,1,2025-11-27,2025-11-25,TOOT'N TOTUM #100 -,1099.25,Debit,5541.0,PERRTYON,USA,79070,TX,1.448115506
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-11-27,2025-11-26,DTOPS SINGLE CROSSING,30.1,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.447115384
3001,TA EXPRESS VERMILLIO BURBANK SD,1,2025-11-27,2025-11-26,TA EXPRESS VERMILLIO,506.71,Debit,5541.0,BURBANK,USA,57010,SD,1.448115229
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-11-27,2025-11-26,DTOPS SINGLE CROSSING,19.46,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.446840148
3001,NDHP-E PERMIT BISMARCK ND,1,2025-11-27,2025-11-27,NDHP-E PERMIT,435.06,Debit,9399.0,BISMARCK,USA,58505,ND,1.44740169
3001,PAYPAL *CAKE AFFAIR 4029357733 ON,1,2025-11-27,2025-11-26,PAYPAL *CAKE AFFAIR,65.0,Debit,5411.0,4029357733,CAN,M4T2T5,ON,0.0
3001,FRESHCO #9634 EDMONTON AB,1,2025-11-28,2025-11-25,FRESHCO #9634,10.49,Debit,5411.0,EDMONTON,CAN,T5T4K5,AB,0.0
3001,LINDE CANADA MISSISSAUGA ON,1,2025-11-28,2025-11-25,LINDE CANADA,626.27,Debit,5047.0,MISSISSAUGA,CAN,L4W 0E4,ON,0.0
3001,LOVE'S #0842 INSIDE ROCKVILLE MN,1,2025-11-28,2025-11-27,LOVE'S #0842 INSIDE,1181.69,Debit,5541.0,ROCKVILLE,USA,56301,MN,1.447298157
3001,BLACKJACKS ROADHOUSE W NISKU AB,1,2025-11-28,2025-11-27,BLACKJACKS ROADHOUSE W,15.75,Debit,4784.0,NISKU,CAN,T9E8A2,AB,0.0
3001,WWW COSTCO CA OTTAWA ON,1,2025-11-28,2025-11-27,WWW COSTCO CA,41.99,Debit,5300.0,OTTAWA,CAN,K2E 1C5,ON,0.0
3001,EXXON MAVERICK TRAVEL SANTO TX,1,2025-11-28,2025-11-27,EXXON MAVERICK TRAVEL,683.86,Debit,5541.0,SANTO,USA,76472,TX,1.44729212
3001,LOVE'S #0849 INSIDE VALLEY CITY ND,1,2025-11-28,2025-11-27,LOVE'S #0849 INSIDE,352.93,Debit,5541.0,VALLEY CITY,USA,58072,ND,1.447324174
3001,ULINE MILTON ON,1,2025-11-28,2025-11-28,ULINE,414.17,Debit,5085.0,MILTON,CAN,L9T 8L1,ON,0.0
3001,CLOVERDALE PAINT #50 EDMONTON AB,1,2025-11-28,2025-11-26,CLOVERDALE PAINT #50,256.91,Debit,5231.0,EDMONTON,CAN,T5V1H2,AB,0.0
108,CWB EFT PAYMENT,19,2025-11-28,2025-11-28,CWB EFT PAYMENT,264517.44,Credit,,,,00000,,0.0
3001,LOVE'S #0849 INSIDE VALLEY CITY ND,1,2025-11-28,2025-11-27,LOVE'S #0849 INSIDE,77.77,Debit,5541.0,VALLEY CITY,USA,58072,ND,1.447422296
3001,CO DEPT OF TRANS-PERMI DENVER CO,1,2025-11-28,2025-11-26,CO DEPT OF TRANS-PERMI,136.12,Debit,9399.0,DENVER,USA,80204,CO,1.448085106
3001,FLYING J 621 LIMON CO,1,2025-11-28,2025-11-27,FLYING J 621,651.15,Debit,5541.0,LIMON,USA,80828,CO,1.447289457
3001,MI SUPERLOAD WINNIPEG MB,1,2025-11-28,2025-11-27,MI SUPERLOAD,25.2,Debit,8220.0,WINNIPEG,CAN,R3H0C4,MB,0.0
3001,MARATHON 272195 WATERTOWN SD,1,2025-11-28,2025-11-27,MARATHON 272195,483.89,Debit,5541.0,WATERTOWN,USA,57201,SD,1.447299156
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-12-01,2025-11-27,AB TRANSP 403-340-5075,33.75,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,LOVE'S #0679 INSIDE HARDIN MT,1,2025-12-01,2025-11-29,LOVE'S #0679 INSIDE,77.77,Debit,5541.0,HARDIN,USA,59034,MT,1.440718784
3001,BLACKJACKS ROADHOUSE W NISKU AB,1,2025-12-01,2025-11-28,BLACKJACKS ROADHOUSE W,26.25,Debit,4784.0,NISKU,CAN,T9E8A2,AB,0.0
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-12-01,2025-11-29,AB TRANSP 403-340-5075,113.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,FLYING J 550 MINOT ND,1,2025-12-01,2025-11-29,FLYING J 550,807.62,Debit,5541.0,MINOT,USA,58701,ND,1.440635033
3001,NDHP-E PERMIT BISMARCK ND,1,2025-12-01,2025-12-01,NDHP-E PERMIT,69.15,Debit,9399.0,BISMARCK,USA,58505,ND,1.440625
3001,SPF45 CHEYENNE WY,1,2025-12-01,2025-11-27,SPF45,720.37,Debit,5541.0,CHEYENNE,USA,82007,WY,1.44074
3001,SPF45 CHEYENNE WY,1,2025-12-01,2025-11-27,SPF45,38.62,Debit,5541.0,CHEYENNE,USA,82007,WY,1.440507273
3006,SPF45 CHEYENNE WY,1,2025-12-01,2025-11-27,SPF45,192.0,Credit,5541.0,CHEYENNE,USA,82007,WY,1.370449678
3001,PILOT 407 CLEAR LAKE IA,1,2025-12-01,2025-11-30,PILOT 407,950.61,Debit,5541.0,CLEAR LAKE,USA,50428,IA,1.440645601
3001,RIGHT NETWORKS HUDSON NH,1,2025-12-01,2025-11-30,RIGHT NETWORKS,489.82,Debit,4816.0,HUDSON,USA,03051,NH,1.440647058
3001,NDHP-E PERMIT BISMARCK ND,1,2025-12-01,2025-11-30,NDHP-E PERMIT,40.34,Debit,9399.0,BISMARCK,USA,58505,ND,1.440714285
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-12-01,2025-11-28,AB TRANSP 403-340-5075,73.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,BLACKJACKS ROADHOUSE W NISKU AB,1,2025-12-01,2025-11-28,BLACKJACKS ROADHOUSE W,26.25,Debit,4784.0,NISKU,CAN,T9E8A2,AB,0.0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-12-01,2025-11-28,DTOPS SINGLE CROSSING,29.96,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.440384615
3006,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-12-01,2025-11-27,AB TRANSP 403-340-5075,42.0,Credit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,COFFEE CUP #8 VIVIAN SD,1,2025-12-01,2025-11-30,COFFEE CUP #8,742.69,Debit,5541.0,VIVIAN,USA,57576,SD,1.44063391
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-12-01,2025-11-28,DTOPS SINGLE CROSSING,29.96,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.440384615
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-12-01,2025-11-28,DTOPS SINGLE CROSSING,29.96,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.440384615
3001,BLACKJACKS ROADHOUSE W NISKU AB,1,2025-12-01,2025-11-28,BLACKJACKS ROADHOUSE W,26.25,Debit,4784.0,NISKU,CAN,T9E8A2,AB,0.0
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-12-01,2025-11-28,AB TRANSP 403-340-5075,348.5,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,AB TRANSP 403-340-5075 EDMONTON AB,1,2025-12-01,2025-11-28,AB TRANSP 403-340-5075,175.5,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
3001,LOVE'S #0679 INSIDE HARDIN MT,1,2025-12-01,2025-11-29,LOVE'S #0679 INSIDE,539.31,Debit,5541.0,HARDIN,USA,59034,MT,1.440618655
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-12-01,2025-11-28,SD DEPT OF TRANS OPS,36.02,Debit,9399.0,PIERRE,USA,57501,SD,1.4408
3001,BLACKJACKS ROADHOUSE W NISKU AB,1,2025-12-01,2025-11-28,BLACKJACKS ROADHOUSE W,26.25,Debit,4784.0,NISKU,CAN,T9E8A2,AB,0.0
3001,BORDER CONNECT INC WINDSOR ON,1,2025-12-01,2025-11-30,BORDER CONNECT INC,105.0,Debit,5734.0,WINDSOR,CAN,N8W 3P3,ON,0.0
3001,NDHP-E PERMIT BISMARCK ND,1,2025-12-01,2025-11-30,NDHP-E PERMIT,112.37,Debit,9399.0,BISMARCK,USA,58505,ND,1.440641025
3001,BLACKJACKS ROADHOUSE W NISKU AB,1,2025-12-01,2025-11-28,BLACKJACKS ROADHOUSE W,26.25,Debit,4784.0,NISKU,CAN,T9E8A2,AB,0.0
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-12-02,2025-12-01,DTOPS SINGLE CROSSING,19.29,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.434200743
3001,IN *WEATHERLOGICS INC. LORETTE WEST MB,1,2025-12-02,2025-12-01,IN *WEATHERLOGICS INC.,210.0,Debit,7392.0,LORETTE WEST,CAN,R5K 0A6,MB,0.0
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-12-02,2025-12-01,SD DEPT OF TRANS OPS,399.3,Debit,9399.0,PIERRE,USA,57501,SD,1.440632103
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-12-02,2025-12-01,SD DEPT OF TRANS OPS,341.17,Debit,9399.0,PIERRE,USA,57501,SD,1.440630014
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-12-02,2025-12-01,OKC SIZE & WEIGHTS PER,62.92,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.44047619
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,2025-12-02,2025-11-28,DEPT OF TRANS TRUCKPER,24.13,Debit,9399.0,LINCOLN,USA,685082532,NE,1.440597014
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,2025-12-02,2025-12-01,DEPT OF TRANS TRUCKPER,38.54,Debit,9399.0,LINCOLN,USA,685082532,NE,1.440747663
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,2025-12-02,2025-12-01,DEPT OF TRANS TRUCKPER,38.54,Debit,9399.0,LINCOLN,USA,685082532,NE,1.440747663
3001,COFFEE CUP #8 VIVIAN SD,1,2025-12-02,2025-12-01,COFFEE CUP #8,1022.52,Debit,5541.0,VIVIAN,USA,57576,SD,1.440635698
3001,PETRO-CANADA 10532 CORNWALL ON,1,2025-12-02,2025-11-30,PETRO-CANADA 10532,6.0,Debit,5542.0,CORNWALL,CAN,K6H5R5,ON,0.0
3001,COSTCO WHOLESALE W1112 EDMONTON AB,1,2025-12-02,2025-12-01,COSTCO WHOLESALE W1112,36.71,Debit,5300.0,EDMONTON,CAN,T5T4K2,AB,0.0
3001,TRI-MUNICIPAL VET CLIN SPRUCE GROVE AB,1,2025-12-02,2025-12-01,TRI-MUNICIPAL VET CLIN,410.21,Debit,742.0,SPRUCE GROVE,CAN,T7X 0C8,AB,0.0
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-12-02,2025-12-01,TXDMV OS PERMIT TPE,88.38,Debit,9399.0,AUSTIN,USA,78731,TX,1.434507385
3001,AMZN Mktp CA*BB4O97MG0 TORONTO ON,1,2025-12-02,2025-12-02,AMZN Mktp CA*BB4O97MG0,67.48,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
3006,AMZN Mktp CA TORONTO ON,1,2025-12-02,2025-12-02,AMZN Mktp CA,17.84,Credit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
3001,SHELL FLYING J SASKATOON SK,1,2025-12-02,2025-12-01,SHELL FLYING J,29.18,Debit,5541.0,SASKATOON,CAN,S7P0A1,SK,0.0
3001,VCN*KANSASMVPERMIT TOPEKA KS,1,2025-12-02,2025-12-01,VCN*KANSASMVPERMIT,877.84,Debit,9399.0,TOPEKA,USA,66611,KS,1.434379084
3001,AMZN Mktp CA*BI61H8CT2 TORONTO ON,1,2025-12-02,2025-12-02,AMZN Mktp CA*BI61H8CT2,122.53,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-12-02,2025-12-01,TXDMV OS PERMIT TPE,528.37,Debit,9399.0,AUSTIN,USA,78731,TX,1.43438484
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-12-02,2025-12-01,TXDMV OS PERMIT TPE,528.37,Debit,9399.0,AUSTIN,USA,78731,TX,1.43438484
3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,2025-12-02,2025-12-01,DTOPS SINGLE CROSSING,19.37,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.440148698
3001,SD DEPT OF TRANS OPS PIERRE SD,1,2025-12-02,2025-12-01,SD DEPT OF TRANS OPS,312.11,Debit,9399.0,PIERRE,USA,57501,SD,1.440618509
3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,2025-12-02,2025-12-01,DEPT OF TRANS TRUCKPER,38.54,Debit,9399.0,LINCOLN,USA,685082532,NE,1.440747663
3001,VCN*KANSASMVPERMIT TOPEKA KS,1,2025-12-02,2025-12-01,VCN*KANSASMVPERMIT,63.39,Debit,9399.0,TOPEKA,USA,66611,KS,1.440681818
3001,COFFEE CUP #8 VIVIAN SD,1,2025-12-02,2025-12-01,COFFEE CUP #8,891.99,Debit,5541.0,VIVIAN,USA,57576,SD,1.44064539
3001,BORDER CONNECT INC WINDSOR ON,1,2025-12-02,2025-12-01,BORDER CONNECT INC,136.4,Debit,5734.0,WINDSOR,CAN,N8W 3P3,ON,0.0
3001,VCN*NORTHCAROLINADOT GARNER NC,1,2025-12-03,2025-12-02,VCN*NORTHCAROLINADOT,60.34,Debit,9399.0,GARNER,USA,27529,NC,1.436666666
3001,PUROLATOR MISSISSAUGA ON,1,2025-12-03,2025-12-02,PUROLATOR,239.93,Debit,4215.0,MISSISSAUGA,CAN,L5R3T8,ON,0.0
3001,PZG**MT DEPT TRANSPORT HELENA MT,1,2025-12-03,2025-12-02,PZG**MT DEPT TRANSPORT,188.12,Debit,9399.0,HELENA,USA,59601,MT,1.434388105
401,CASH ADVANCE FEE,10,2025-12-03,2025-12-01,CASH ADVANCE FEE,5.0,Debit,,,,,,0.0
3001,COSTCO DELIVERY 656 EDMONTON AB,1,2025-12-03,2025-12-02,COSTCO DELIVERY 656,315.91,Debit,5300.0,EDMONTON,CAN,T5S 0P3,AB,0.0
3001,AMPORTS JACKSONVILLE FL,1,2025-12-03,2025-12-02,AMPORTS,116.72,Debit,7542.0,JACKSONVILLE,USA,32246,FL,1.434435295
3001,PARKWAY CO-OP SERV QPE ROBLIN MB,1,2025-12-03,2025-12-02,PARKWAY CO-OP SERV QPE,41.6,Debit,5541.0,ROBLIN,CAN,R0L1P0,MB,0.0
3035,7-ELEVEN 105-K484472 FREEPORT DC,3,2025-12-03,2025-12-02,7-ELEVEN 105-K484472,218.66,Credit,6011.0,FREEPORT,USA,77541,DC,1.366625
3001,PETRO-66 KERNERSVILLE NC,1,2025-12-03,2025-12-02,PETRO-66,28.73,Debit,5541.0,KERNERSVILLE,USA,27284,NC,1.4365
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-12-03,2025-12-02,TXDMV OS PERMIT TPE,528.37,Debit,9399.0,AUSTIN,USA,78731,TX,1.43438484
3001,PHILLIPS 66 - VALENTIN VALENTINE NE,1,2025-12-03,2025-12-02,PHILLIPS 66 - VALENTIN,744.24,Debit,5541.0,VALENTINE,USA,69201,NE,1.434375361
3001,PILOT 924 BUTTE MT,1,2025-12-03,2025-12-02,PILOT 924,1223.65,Debit,5541.0,BUTTE,USA,59701,MT,1.436748544
401,CASH ADVANCE FEE,10,2025-12-03,2025-12-01,CASH ADVANCE FEE,5.0,Debit,,,,,,0.0
3001,TXDMV OS PERMIT TPE AUSTIN TX,1,2025-12-03,2025-12-02,TXDMV OS PERMIT TPE,308.36,Debit,9399.0,AUSTIN,USA,78731,TX,1.434365987
3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,2025-12-03,2025-12-02,OKC SIZE & WEIGHTS PER,1629.0,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.434382924
3001,NV DOT-PERMITS CARSON CITY NV,1,2025-12-03,2025-12-02,NV DOT-PERMITS,35.86,Debit,9399.0,CARSON CITY,USA,98712,NV,1.4344
3001,ONE9 901 ELM CREEK NE,1,2025-12-03,2025-12-01,ONE9 901,561.87,Debit,5541.0,ELM CREEK,USA,68836,NE,1.434366384
3001,CENEX-TRI ENERGY COOPE STERLING ND,1,2025-12-03,2025-12-01,CENEX-TRI ENERGY COOPE,55.44,Debit,5541.0,STERLING,USA,58572,ND,1.434411384
3001,FLYING J 655 SPICELAND IN,1,2025-12-03,2025-12-01,FLYING J 655,775.01,Debit,5541.0,SPICELAND,USA,47385,IN,1.434380263
3001,LOVE'S #0668 INSIDE BERTHOUD CO,1,2025-12-03,2025-12-02,LOVE'S #0668 INSIDE,21.2,Debit,5541.0,BERTHOUD,USA,80513,CO,1.437288135
